,LIMIT_BAL,PB1,PB2,PB3,PB4,PB5,PB6
28416,230000,10292,9105,-3561,185,7893,9567
28417,160000,0,0,0,0,0,0
28418,220000,20992,33106,30494,23518,24569,27451
28419,80000,12727,13585,14936,15860,17077,17342
28420,420000,46444,31993,15340,49763,57037,57290
28421,130000,-3006,-56324,49293,13270,1472,3985
28422,80000,35253,33442,18715,8524,819,-6921
28423,210000,75275,66823,41839,22547,18074,2466
28424,220000,114281,74575,85180,89097,96391,85240
28425,170000,126283,101931,136552,127655,129140,111392
28426,50000,39834,41041,42248,42124,44469,45879
28427,80000,0,4233,-15126,15514,-1000,359
28428,300000,55719,57142,59277,59966,61516,58050
28429,140000,-7933,5933,5283,7577,7452,10153
28430,290000,234665,213307,203953,206529,205964,209869
28431,80000,-747,747,0,-3937,3937,2359
28432,500000,-4028,-26778,-66205,130689,77585,-2531
28433,40000,33544,36664,33800,34839,32967,36586
28434,50000,37820,39143,40740,8174,8109,8065
28435,260000,0,0,-167,-643,-810,-4120
28436,80000,18761,10748,9587,6218,-35265,36610
28437,280000,4647,2500,0,0,0,0
28438,270000,47,-83,53,189,-675,325
28439,80000,31113,-642,479,172,-150,2071
28440,120000,115339,102931,69143,72919,74059,74820
28441,300000,91603,100098,44762,102777,80323,56646
28442,120000,34457,41302,30171,35624,22344,20892
28443,80000,53857,50015,41610,37458,33308,35540
28444,50000,10922,9740,10752,12504,12594,13172
28445,100000,21180,24555,27770,27674,31216,28028
28446,180000,-97,39,3393,-15283,4242,1626
28447,160000,56198,33736,36547,37837,37637,0
28448,350000,7051,-3106,-7622,11050,4540,-13400
28449,50000,23500,0,0,0,0,0
28450,320000,-5700,-5700,-208700,196900,-312435,226835
28451,170000,116231,119208,108111,87592,91114,94628
28452,50000,44822,40642,22668,20538,30192,26731
28453,360000,108399,93167,115468,106257,109690,113345
28454,70000,64688,65820,57392,28133,27629,28146
28455,20000,-5587,-3865,10395,-5820,5170,-8073
28456,100000,29199,32450,28560,21934,19076,22910
28458,160000,-1473,-390,1863,-119001,107978,110857
28459,230000,714,-36,1214,-36,214,-536
28460,20000,0,0,0,0,0,0
28461,180000,98526,97957,100317,102583,104711,107060
28462,180000,0,0,0,0,0,0
28463,20000,16606,13851,-23473,22779,10145,4091
28464,150000,-970,-7897,8867,-600,600,0
28465,240000,0,0,0,0,0,0
28466,360000,0,0,0,0,-239,239
28467,260000,4787,-5983,3023,-149,3634,1393
28468,500000,-18282,28445,-5305,-1030,-5710,-14358
28469,200000,-60,-1710,-6598,7760,428,-5222
28470,230000,29099,19069,1000,0,0,-62130
28471,200000,122074,114862,124413,113819,116247,119419
28472,70000,46899,42308,51463,48753,31135,27713
28473,160000,-17029,15746,-3121,4404,-535,535
28474,80000,23911,13653,14816,12710,0,-56990
28475,100000,44423,46978,49520,51877,55484,56095
28476,20000,-2000,2000,0,0,0,0
28477,110000,105984,106501,78586,78686,78187,78289
28478,100000,-2365,2365,0,-326,652,0
28479,240000,224261,228687,235554,203924,197395,221767
28480,170000,1564,0,0,0,-1800,633
28481,110000,87223,90742,89752,93597,94097,96461
28482,50000,-962,187,449,722,-165,-303
28483,390000,10496,-23,-349,-675,-1001,-3327
28484,40000,11801,12785,13797,15490,15789,16128
28485,160000,3689,2376,0,0,0,0
28486,20000,15448,21043,20296,9545,6135,3877
28487,180000,0,0,0,0,-10970,10970
28488,50000,21165,19873,20544,15009,14754,10860
28489,110000,19131,20114,21430,22517,23109,23596
28490,20000,14684,14077,18698,16875,19528,18610
28491,40000,12861,18580,14994,18671,22328,19830
28492,50000,44566,45406,46350,46786,47522,48347
28493,200000,0,0,-759,959,-172,1317
28494,90000,18429,16671,7870,0,-3000,-40000
28495,300000,0,0,0,0,-1280,1280
28496,310000,283180,284575,291938,283373,287926,271367
28497,330000,44774,35412,33228,34833,33678,39220
28498,210000,-4132,4612,150,-399,399,0
28499,260000,5398,-8271,-16263,27500,6120,33880
28500,290000,-8073,9855,-11442,3996,19477,14505
28501,20000,15951,18963,15978,20000,19200,19000
28502,140000,93650,95796,97931,92552,90605,89577
28503,150000,87323,104109,108253,109018,109868,111988
28504,50000,0,0,0,-810,-669,-1741
28505,50000,5233,-2047,3814,0,-150,0
28506,270000,1447,-5713,-6149,-45490,52761,52377
28507,240000,169376,145546,90589,78726,68528,27594
28508,150000,76044,40937,41832,37030,29922,26210
28509,260000,115884,104046,98745,87178,89140,90838
28510,470000,149081,145141,395974,350703,298251,302982
28511,190000,185293,186075,186100,186178,185576,185839
28512,160000,1537,-802,2458,-1803,2049,1017
28513,320000,57311,-10612,4453,4257,-16629,8653
28514,30000,22682,24130,24839,26308,26753,26004
28515,150000,-2614,-5868,-773,5651,25539,-167204
28516,200000,171490,196278,207559,196518,158482,161224
28517,150000,37815,33652,22743,20057,14610,-13146
28518,50000,46736,47361,48138,47253,45056,45979
28519,80000,17814,17539,11238,11042,7324,6079
28520,50000,4532,14023,12113,14388,13203,13485
28521,80000,84210,95836,100495,94070,96429,98639
28522,280000,-16928,28794,-1185,1175,-23,-23
28523,160000,124927,119384,121724,124767,128195,118064
28524,80000,26781,25024,21524,22141,21160,20478
28525,160000,132525,83246,82519,83990,83686,80873
28526,90000,3682,-30340,33784,0,-256,-3244
28527,360000,6646,4124,18497,9628,13485,0
28528,80000,68793,69886,71404,71080,72251,73940
28529,20000,0,-626,1252,0,-150,150
28530,50000,46544,42614,44163,46937,7688,7511
28531,200000,76268,78774,81900,82358,83503,89112
28532,50000,11012,13679,12843,16892,16341,15798
28533,120000,21134,15502,24832,19135,25723,31258
28534,60000,62069,-4394,53516,31047,30176,29331
28535,120000,64122,64756,66603,61446,76389,78154
28536,80000,0,-1900,-5511,5511,1900,0
28537,140000,97181,87446,123702,120682,109155,131176
28538,300000,-118,2564,-3890,-1492,6700,1216
28539,230000,7606,-1921,-22993,23697,219,1903
28540,310000,-114069,100101,111107,85009,46757,47009
28541,330000,2963,2661,4509,2786,3522,6995
28542,210000,64874,52304,53721,52081,61327,57227
28543,120000,110079,109458,109007,114109,114722,105987
28544,170000,65985,12524,63873,49227,48038,46815
28545,50000,23254,25856,-15611,14121,15539,18090
28546,100000,12724,10699,12022,12764,14921,13239
28547,140000,1523,-10753,9404,17498,8665,-2569
28548,210000,42047,9378,0,0,0,0
28549,360000,92169,92363,94923,94750,92545,90056
28550,50000,49540,15429,16428,16886,16543,18134
28551,340000,-2630,2630,0,0,0,-1980
28552,260000,0,-1237,2287,0,0,-1124
28553,500000,5186,2884,2908,4744,4382,4565
28554,60000,54866,58381,53363,46857,28634,29644
28555,420000,2707,53309,-51577,49462,-3680,2789
28556,30000,28028,21364,20835,18044,24077,22632
28557,370000,-8308,9750,-30100,30100,0,0
28558,450000,5989,1251,-1620,1620,-4155,-6934
28559,400000,-929,420,-297,2018,-622,1068
28560,400000,-8510,10502,-2518,8591,-4379,17080
28561,640000,109887,113223,108676,103722,100197,80294
28562,210000,4440,-33107,23107,32551,49505,0
28563,30000,26432,25847,26242,26762,25053,27133
28564,100000,12641,114,-11756,1236,11821,-13539
28565,250000,22363,-16516,-11301,41076,-45033,41415
28566,190000,117863,119332,120773,126070,125970,128774
28567,20000,7118,9228,11711,15245,15992,16673
28568,180000,16647,22179,1287,-853,1645,834
28569,200000,-2027,-241,-592,1501,1542,0
28570,80000,0,-1612,-14803,16388,0,-1800
28571,120000,93178,75814,26394,4308,-6546,6838
28572,50000,26517,31866,26647,25539,28384,27924
28573,260000,4826,-5880,-3281,3947,5095,-1393
28574,180000,-3095,-1905,1821,10518,215,-1708
28575,130000,0,0,0,0,0,0
28576,110000,65710,67182,69266,72698,68280,69339
28577,50000,48489,37846,47237,36140,18535,18492
28578,500000,186606,54144,29697,57909,41613,-1068
28579,360000,0,0,0,0,0,0
28580,80000,-3647,3066,-5604,7541,-1825,2655
28581,10000,4486,9354,6183,7814,7814,7190
28582,320000,4192,-13364,4898,16591,9433,-2692
28583,30000,1623,8460,-7413,24206,-670,12703
28584,80000,0,0,0,0,0,0
28585,160000,79727,72790,70181,63526,63893,62637
28586,490000,13998,11070,-11041,6773,5377,-6709
28587,220000,0,0,0,0,0,0
28588,450000,403,0,-390,0,0,0
28589,370000,-2304,-1179,-20188,11497,22774,22645
28590,80000,38321,45586,46525,49423,44132,45233
28591,360000,2500,0,0,0,0,0
28592,60000,56320,53787,53969,54495,55229,55045
28593,50000,6294,-3749,2674,-5242,7976,-7000
28594,160000,-2042,2389,0,0,0,0
28595,260000,254549,215014,224256,225466,123366,114959
28596,220000,0,0,0,-4548,4332,4483
28597,60000,42530,43009,43499,43963,42918,42563
28598,220000,161784,177468,165233,166859,174393,175446
28599,290000,0,0,0,0,0,0
28600,130000,93874,94363,98618,-32,-32,-1032
28601,200000,5981,-672,-53244,52331,52729,54536
28604,30000,3557,9110,14904,13340,13131,16909
28605,30000,21243,46157,23523,24768,24501,26960
28606,100000,621,-368,368,-1900,1900,755
28607,360000,0,0,0,0,0,0
28608,140000,66539,96604,80785,90736,89912,91070
28609,50000,30740,7769,7899,8017,9460,14683
28610,70000,0,1083,0,-921,-622,1933
28611,60000,48094,41833,37552,36051,36488,37125
28612,360000,0,-271,271,-562,560,0
28613,240000,-9965,5865,0,0,0,-632
28614,200000,-4,222,-5780,-2359,-14619,6968
28615,100000,88518,72621,70265,78808,80369,81591
28616,50000,8000,8992,10002,11768,11996,12255
28617,100000,94475,93524,82958,77298,68168,60696
28618,270000,12493,-7347,7118,1435,399,238
28619,50000,43845,34562,21977,7550,5373,4348
28620,300000,3529,-285,-5260,2299,992,-2411
28621,50000,29934,29711,31061,29672,30479,32431
28622,80000,40289,-625,1612,-766,741,855
28623,200000,69813,78805,80662,73222,71390,69979
28624,340000,586654,581775,572677,383060,300188,-40804
28625,310000,0,-24480,24480,0,-1635,-1373
28626,80000,13331,15762,16495,2911,6992,-847
28627,210000,1561,-393,624,191,-820,-653
28628,80000,66163,69984,72007,73363,75091,76829
28629,500000,385490,398191,417469,422426,431026,6025
28630,260000,7250,-25467,27285,32347,9589,12090
28631,120000,-7290,7788,-4579,-1511,6013,-2506
28632,100000,67654,68291,67817,67639,65747,60218
28633,60000,48125,42936,39640,37384,34488,27338
28634,190000,1992,4923,-6385,6379,6383,-992
28635,100000,88483,88802,102698,89997,103384,88666
28636,380000,12211,13081,12035,12391,15949,12556
28637,350000,6780,8883,-35,1957,-10004,6183
28638,100000,93648,95512,90260,182726,70400,0
28639,100000,96593,93148,94983,67323,51179,51559
28640,150000,-515,3466,-5153,2109,961,-1959
28641,150000,4407,6565,3511,9058,5293,7458
28642,150000,105738,91560,81562,84561,508,0
28643,460000,-721,-224157,219526,222649,204542,143697
28644,100000,99673,101601,104650,103457,101998,101251
28645,230000,72459,73107,75868,76843,79564,71531
28646,10000,3980,3771,2564,-539,4664,5275
28647,200000,0,0,0,0,0,-150
28648,140000,136193,124482,112858,101786,89273,87207
28649,370000,4250,-8026,9278,-3795,4577,-2160
28650,50000,36325,0,0,0,0,0
28651,160000,2241,-680,126,-74,201,539
28652,80000,77375,74481,74892,76485,48234,48238
28653,240000,37958,6982,62930,36616,11287,37843
28654,160000,18195,-42745,44255,43228,-772,-3772
28655,50000,47529,37591,-100,900,2800,3000
28656,180000,172013,176821,177219,144841,137380,134205
28657,50000,55941,55544,55632,4359,-184,-2168
28658,500000,243767,212365,200026,196513,196054,195404
28659,200000,-2983,-9787,3513,-47,-2249,-8955
28660,60000,54103,55165,57598,30237,30113,32291
28661,50000,52308,51194,48901,49127,9747,9565
28662,50000,38885,42115,37664,41658,44644,41798
28663,210000,0,0,0,0,0,0
28664,60000,10415,8482,9545,12928,12311,9787
28665,140000,-1969,-228,-1554,966,1914,-2319
28666,260000,-124,-124,-1847,1233,-522,882
28667,300000,-2188,-824,-1079,5595,25,-7115
28668,500000,-231,-396,-23742,4416,16494,-59654
28669,140000,2574,0,0,0,-840,-540
28670,290000,266746,329277,264124,273274,193833,197322
28671,360000,87315,81662,83659,84990,68709,62173
28672,20000,7379,9034,8867,12825,11331,9594
28673,190000,119739,120184,123189,117034,119837,121442
28674,150000,39387,37310,41152,41711,38311,48135
28675,100000,1523,4267,-33,18706,18378,18038
28676,310000,15156,9780,-5739,31540,40803,29927
28677,500000,65287,68487,72282,75977,79609,83073
28678,120000,792,-792,792,-396,0,0
28679,200000,131392,123554,99188,77602,57253,58026
28680,180000,6610,3412,1426,3321,1854,-1995
28681,50000,44626,44319,42152,9713,18583,14518
28682,210000,50065,49053,50058,50515,50108,49758
28683,230000,203400,206409,212919,216253,219522,200724
28684,200000,-2,-596,-600,-518,-1133,1599
28685,100000,97658,97207,97819,97392,97684,93558
28686,250000,166002,163862,44332,38974,24683,23887
28687,200000,3844,94,-1341,3256,-16314,14366
28688,50000,4468,0,0,-3251,2977,2984
28689,170000,-427,427,-23073,22481,21354,25218
28690,70000,54550,20049,13349,4654,21808,23452
28691,260000,-35075,95011,50320,19035,47055,20753
28692,60000,57043,55612,56009,53220,22607,28719
28693,120000,0,-4696,802,-3721,4201,3300
28694,100000,71847,67663,61094,58651,52664,49776
28695,500000,155698,138184,77269,132734,77109,35877
28696,230000,-1763,435,-638,663,369,-377
28698,360000,-1427,4298,-6392,-3644,5719,-22839
28699,180000,0,0,0,0,0,0
28700,180000,168198,173478,58790,46479,28739,-14963
28701,140000,80873,78461,80435,79232,78365,80160
28702,260000,55261,56906,60969,56900,56315,59230
28703,220000,0,-2337,2279,-602,-1184,-5547
28704,100000,1020,-2980,2980,0,631,-2113
28705,280000,-7701,8817,-1987,2300,0,-9436
28706,100000,1573,-28,-28,-2872,698,2118
28707,290000,71405,43236,2487,-167576,161322,164576
28708,360000,192783,192036,192918,194697,191002,189781
28709,290000,6374,7836,9326,11000,-417,10917
28710,60000,31228,30353,30714,30183,28830,28878
28711,80000,33630,48893,37831,57000,52489,54950
28712,180000,126819,121025,103619,107743,88966,79046
28713,200000,-2046,-1685,-12597,16158,-836,-753
28714,170000,1696,-5187,-1941,-1487,4474,-144
28715,780000,39138,22157,16482,-60615,-111694,157097
28716,340000,-733744,-1038728,-854641,-415069,245431,125237
28718,350000,0,0,0,0,0,0
28719,360000,354256,-19103,-337200,288006,304597,60852
28720,130000,1361,517,-260,974,-214,-2044
28721,310000,57423,11729,108788,102919,97356,88846
28722,110000,102721,107743,47117,48142,49069,50126
28723,260000,-1112,-1427,829,1698,-5062,5062
28724,290000,-1750,-424,6112,-3442,2906,-3624
28725,200000,-22612,13830,6373,-385,19155,-16840
28726,130000,51537,24519,29429,21555,21573,23583
28727,60000,28983,10165,-1598,-15382,18413,17925
28728,20000,20002,17042,18264,18920,15556,17660
28729,300000,3249,0,-17281,15597,12567,7482
28730,70000,119693,119780,123498,122016,136744,128554
28731,240000,528,0,0,0,-150,150
28732,60000,-2030,-441,-1069,8112,1565,-4703
28733,240000,0,-1522,-619,1551,414,-1544
28734,200000,161,0,0,0,-1063,-26
28735,500000,37177,52947,51052,52051,60198,68611
28736,140000,133301,135232,138011,64656,48783,48690
28737,210000,40140,11918,43830,40104,38909,39305
28738,240000,184,-2500,-10000,11751,-2080,-71
28739,240000,0,-2999,2999,0,0,0
28740,160000,4145,1930,851,7292,9825,11121
28741,50000,27521,20473,19830,15906,9445,8425
28742,400000,-45879,8841,94072,79132,4056,2014
28743,440000,-47407,43635,-358927,394865,129413,257874
28744,150000,110297,112893,116002,111013,126426,131176
28745,100000,0,0,0,0,-4747,3549
28746,120000,497,-1085,892,-1356,1549,762
28747,50000,2400,2400,2400,2400,2400,2400
28748,150000,112448,114800,120379,118281,114154,126443
28749,360000,2500,0,0,0,0,0
28750,260000,239497,244887,237296,228333,102552,89963
28751,240000,235001,232131,227540,233020,222278,226708
28752,180000,135656,125883,106319,75602,64055,56437
28753,210000,-1370,2584,-1482,-852,-2068,3780
28754,70000,981,1245,-13019,10019,11475,13
28755,500000,-7166,9986,9811,9092,10949,15404
28756,500000,-7757,19501,6171,-6502,23212,25223
28757,180000,46071,38531,45352,47998,65036,55148
28758,120000,43716,42878,43387,33401,32860,34523
28759,200000,12126,12633,9918,14992,7967,6494
28760,140000,86093,90212,-1037,-69420,63441,65269
28761,20000,0,0,0,0,0,0
28762,220000,0,0,0,0,0,0
28763,290000,654,574,-5070,6655,-6753,6230
28764,260000,0,-1,-3,4,188,-526
28765,220000,127887,129987,131983,26609,21928,20739
28767,160000,12306,12124,12322,13499,13433,13454
28768,500000,77814,71576,71612,69321,59248,36609
28769,230000,-138,-369,-4518,-33251,28389,31928
28770,120000,0,0,0,0,0,0
28771,360000,-5544,3786,-2691,4687,-129,63
28772,220000,300,-200,-4440,4040,4040,-1269
28773,120000,1192,-483,-589,205,339,122
28774,360000,-6435,7523,10357,12123,9743,9031
28775,120000,-537,-900,-107,1278,-80,-516
28776,50000,25947,26696,27402,27947,32329,30277
28777,290000,275629,269268,195432,151869,97016,25714
28778,230000,100,1061,1283,2227,3838,4401
28779,200000,0,0,0,0,0,0
28781,50000,57131,47486,39289,37577,30474,30803
28783,20000,17553,18306,13361,14715,15037,3994
28784,260000,121971,139305,86188,76702,76025,75997
28786,200000,-6422,8964,-31945,37656,-738,-835
28787,340000,28420,22294,26019,34557,25750,29868
28789,340000,-344,-12882,5080,-2101,14111,1329
28790,200000,-9933,10468,0,-400,400,400
28791,180000,0,0,0,0,0,0
28792,50000,22847,24043,24704,18903,18225,18736
28793,80000,74266,72087,45919,46658,47449,45354
28794,160000,-30831,30961,24805,0,0,0
28795,80000,72627,75712,43428,49391,21359,21597
28796,30000,0,0,264,-528,528,0
28797,230000,-422,394,27,-722,-1706,2536
28798,400000,-444,-5907,-55358,63968,53881,43317
28799,200000,-10105,2728,2297,-27903,11989,-15161
28800,20000,4173,5318,6481,8170,8326,8507
28801,200000,-2291,-5835,4639,-11256,11730,134
28802,140000,1500,0,0,-6400,1400,10400
28803,360000,260272,255435,178637,152029,109294,142290
28804,360000,-1,-1,-1,-1,-1,-1
28806,390000,-13,-13,-13,-13,-13,-26
28807,160000,335,-312,-7424,7736,7278,5808
28808,340000,549,-1959,-8847,1578,8938,212
28809,280000,832,0,0,-58795,59211,38
28810,500000,-30125,29986,-28637,10210,39095,15826
28811,60000,-5983,27073,15385,19732,18196,23175
28812,420000,13023,14759,16009,16301,15263,23565
28813,160000,6555,0,0,0,0,0
28814,230000,0,0,0,0,-150,0
28815,230000,118739,124497,111759,83705,80144,62318
28816,280000,-14,-14,-14,-14,6,-4175
28817,180000,-1097,8486,3853,-45,898,-3592
28818,100000,1895,0,0,-1323,-17,-1257
28819,180000,2007,1295,0,0,0,-1640
28821,320000,-22417,111937,0,-589,589,-4543
28822,590000,123634,123022,121954,123099,124097,123523
28823,130000,-2874,2206,-18253,24555,18783,13475
28824,130000,-82753,39714,17095,26312,-27226,28027
28825,280000,-241,509,-121,121,0,0
28826,90000,82720,88337,81748,82983,84265,82655
28827,320000,-864,-1041,2913,-27,-5453,1699
28828,160000,60262,61660,54433,50338,30133,25117
28829,150000,98460,97341,98297,95603,93188,97341
28830,40000,25273,24207,25055,12199,14331,14428
28831,180000,65350,66618,68088,70029,70827,72086
28832,550000,325715,266218,247897,258406,211624,161038
28833,50000,6805,-16921,16163,17743,17954,17886
28834,220000,212598,214150,207779,215187,170872,40826
28835,360000,-1416,-35637,-728,37459,31747,7292
28836,250000,271672,248932,153029,278333,-23925,73484
